,Address,MLS No,Penthouse,Renovation,Cats,Dogs,Ocean View,City View,Mountain View,Park View,Balcony,Storage,Pool,Laundry,Gym,Finished Floor,Lot Size,Year Built,Parking Space,Fireplace,Bedrooms,Total Bathrooms,Half Baths,Full Baths,Waiting Period,Floor,Latitude,Longitude,Land Only,Multifamily,Residential Attached,Residential Detached,Residential Detached,1/2 Duplex,Apartment/Condo,Duplex,Other,Other,Recreational,Residential Detached,Residential Detached,Row House (Non-Strata),Townhouse,Triplex,First Nations Lease,Freehold NonStrata,Freehold Strata,Leasehold not prepaid-NonStrata,Leasehold not prepaid-Strata,Leasehold prepaid-NonStrata,Leasehold prepaid-Strata,Other,Other,Shares in Co-operative,Undivided Interest,List Price,Sold Price,Sold Price per SqFt,List Date,Sold Date,Days on Market
1305,2501 5470 ORMIDALE STREET,2366714,0,0,0,0,0,1,1,1,0,1,0,1,1,554,0,2018,1,0,1,1,0,1,0,25,49.2296658,-123.0250344,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,518800,508000,916.97,5/6/2019,06/12/2019,37
1306,1105 5900 ALDERBRIDGE WAY,2324352,0,0,1,1,0,1,1,1,1,1,1,1,0,575,0,2008,1,0,1,1,0,1,0,11,49.17091525,-123.1442256,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519000,508000,883.48,11/21/2018,01/12/2019,52
1307,202 175 W 4TH STREET,2341610,0,1,1,1,1,1,0,1,0,1,0,1,0,701,0,1990,1,1,1,1,0,1,0,2,49.5462511,-120.7618974,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,518000,508000,724.68,2/19/2019,2/25/2019,6
1308,502 1661 FRASER AVENUE,2340720,0,0,0,0,0,0,0,0,0,1,0,1,0,1067,0,2007,2,1,2,2,0,2,0,0,49.3828188,-121.4462954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,499000,508500,476.57,2/12/2019,2/16/2019,4
1309,405 1065 QUAYSIDE DRIVE,2337267,0,1,0,0,0,0,0,0,0,1,1,1,1,934,0,1989,1,0,2,2,1,1,0,4,49.2009132,-122.9278272,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,542500,508500,544.43,1/31/2019,05/01/2019,90
1310,207 22514 116 AVENUE,2324502,0,0,0,0,0,0,0,1,1,1,1,1,0,1014,0,1989,1,1,2,2,1,1,0,2,49.2124023,-122.6397432,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,305000,295000,290.93,11/21/2018,4/17/2019,147
1311,320 301 MAUDE ROAD,2301294,0,0,1,1,0,0,0,0,0,1,0,1,0,843,0,1995,2,1,2,1,0,1,0,3,49.2845807,-122.8292207,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519900,508999,603.79,8/29/2018,01/11/2019,135
1312,316 1236 W 8TH AVENUE,2344114,0,0,1,1,1,1,1,1,0,1,1,1,0,676,0,1986,1,1,1,1,0,1,0,3,49.2653023,-123.1906275,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529000,509000,752.96,2/28/2019,3/30/2019,30
1313,206 1661 QUEBEC STREET,2360687,0,0,0,0,0,0,0,0,0,0,0,1,1,460,0,2018,0,0,1,1,0,1,0,2,49.2724962,-123.1018327,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,499000,509000,1106,4/18/2019,4/23/2019,5
1314,412 3122 ST JOHNS STREET,2349362,0,0,1,1,0,0,1,0,0,1,1,1,1,855,0,1998,1,1,2,2,0,2,0,4,49.2766073,-122.8501674,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,509900,509000,595.32,3/16/2019,3/25/2019,9
1315,2802 2978 GLEN DRIVE,2357119,0,0,0,0,1,0,1,1,0,0,1,1,1,648,0,2009,1,0,1,1,0,1,0,28,49.2619133,-123.0813783,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,518000,509000,785.49,4/9/2019,5/23/2019,44
1316,605 301 MAUDE ROAD,2362524,0,0,1,1,0,0,0,0,1,1,0,1,0,860,0,1996,2,1,2,1,0,1,0,6,49.2845807,-122.8292207,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,509800,509800,592.79,4/23/2019,05/07/2019,14
1317,21 18951 FORD ROAD,2346745,0,0,1,1,0,0,0,0,0,0,0,1,0,1531,0,1989,2,1,3,3,1,2,0,0,49.8969522,-119.3886692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,519900,509900,333.05,3/7/2019,3/15/2019,8
1318,115 630 ROCHE POINT DRIVE,2339315,0,0,0,0,0,0,0,0,0,0,0,1,0,892,0,1995,2,1,2,2,0,2,0,1,50.2635122,-119.3173522,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,538500,510000,571.75,2/4/2019,2/16/2019,12
1319,505 121 W 29TH STREET,2356185,1,0,1,1,1,0,1,1,1,1,1,1,1,959,0,1987,1,1,2,2,0,2,0,5,49.33525765,-123.0733451,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,499000,510000,531.8,4/4/2019,4/13/2019,9
1320,307 1718 NELSON STREET,2360835,0,1,1,1,0,0,0,0,1,1,0,1,0,581,0,1979,1,0,1,1,0,1,0,3,49.2883398,-123.1375576,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529900,510000,877.8,4/18/2019,4/29/2019,11
1321,207 3451 SPRINGFIELD DRIVE,2344238,0,1,0,0,0,0,0,1,1,0,1,1,1,665,0,1974,1,0,1,1,0,1,0,2,49.13707585,-123.1888746,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,299999,295000,443.61,2/27/2019,03/08/2019,9
1322,322 6939 GILLEY AVENUE,2330416,0,0,1,1,1,0,1,0,1,1,0,1,0,897,0,1990,1,1,2,2,0,2,0,3,49.2206432,-122.9724297,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519900,510000,568.56,1/8/2019,1/20/2019,12
1323,501 14 BEGBIE STREET,2322958,0,0,0,0,0,0,0,0,0,0,0,1,0,741,0,2010,1,0,1,1,0,1,0,5,48.4269195,-123.3429814,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,559900,510000,688.26,11/13/2018,01/12/2019,60
1324,309 2733 ATLIN PLACE,2355096,0,0,1,1,0,0,0,0,0,1,0,1,0,1216,0,1988,1,1,3,2,0,2,0,3,49.2457044,-122.8155464,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,499000,510000,419.41,4/3/2019,04/08/2019,5
1325,D110 4845 53 STREET,2332076,0,0,0,0,0,0,0,0,0,0,0,1,0,1150,0,1990,1,1,2,2,0,2,0,1,49.0918274,-123.0766475,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,515000,510000,443.48,1/14/2019,1/20/2019,6
1326,212 1432 PARKWAY BOULEVARD,2357310,0,0,1,1,0,0,1,1,1,0,1,1,1,949,0,1998,1,1,2,2,0,2,0,2,49.3103661,-122.8019783,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519888,510000,537.41,4/8/2019,4/30/2019,22
1327,8975 HORNE STREET,2305904,0,0,0,0,0,0,0,0,0,0,1,1,0,1200,0,1975,1,1,3,2,1,1,0,0,49.249855,-122.9056744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,534000,510000,425,9/12/2018,1/15/2019,125
1328,1806 8131 NUNAVUT LANE,2328137,0,0,0,0,0,0,0,0,0,0,0,1,1,454,0,2016,0,0,1,1,0,1,0,18,49.2118376,-123.1161836,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,539000,510000,1123,12/14/2018,12/30/2018,16
1329,18 98 BEGIN STREET,2329329,0,0,1,1,0,0,0,0,0,1,0,1,0,1376,0,1990,1,1,3,3,1,2,0,0,49.2405324,-122.8597765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,549000,510000,370.64,1/2/2019,1/21/2019,19
1330,307 9222 UNIVERSITY CRESCENT,2346004,0,0,0,0,0,0,0,0,1,0,0,1,0,882,0,2009,0,1,2,2,0,2,0,3,49.2798551,-122.9057923,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,525000,510000,578.23,3/6/2019,5/24/2019,79
1331,2103 739 PRINCESS STREET,2370676,0,1,1,1,0,1,0,1,1,1,0,1,0,961,0,1996,1,1,2,2,1,1,0,21,49.1532561,-123.9390367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,499900,510000,530.7,5/16/2019,06/02/2019,17
1332,808 320 ROYAL AVENUE,2368548,0,0,0,0,0,1,0,1,0,1,0,1,1,488,0,1975,1,0,1,1,0,1,0,8,50.6866201,-120.3596619,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,299800,295000,604.51,5/9/2019,5/14/2019,5
1333,607 8189 CAMBIE STREET,2353549,0,0,1,1,0,0,0,0,0,0,0,0,1,450,0,2018,0,0,1,1,0,1,0,6,49.2650296,-123.1148599,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529000,510000,1133,3/29/2019,05/09/2019,41
1334,21 12071 232B STREET,2331301,0,0,1,1,1,0,0,1,0,0,0,1,0,1216,0,1992,1,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,519800,510000,419.41,1/9/2019,03/10/2019,60
1335,201 659 E 8TH AVENUE,2329365,0,1,1,1,0,0,0,1,0,1,0,1,0,596,0,1982,1,0,1,1,0,1,0,2,49.2633267,-123.0774803,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519000,510000,855.7,1/3/2019,1/16/2019,13
1336,701 1550 FERN STREET,2374720,0,0,1,1,0,1,1,1,1,1,1,1,0,590,0,2015,1,0,1,1,0,1,0,7,48.4286633,-123.3339723,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529000,510000,864.41,5/29/2019,06/10/2019,12
1337,1225 235 KEITH ROAD,2325160,0,0,0,0,0,0,0,0,0,1,1,1,0,710,0,1980,1,0,1,1,0,1,0,12,49.8188391,-119.4943428,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520000,510000,718.31,11/26/2018,1/26/2019,61
1338,309 3768 HASTINGS STREET,2334245,0,0,1,1,0,0,0,0,0,1,0,1,0,907,0,1998,1,1,2,2,0,2,0,3,49.2803389,-122.97452,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,539000,510000,562.29,1/21/2019,4/22/2019,91
1339,6333 TOWER ROAD,2349392,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,5770,2008,3,1,2,2,1,1,0,0,49.48122831,-123.7921039,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,534500,510000,419.75,3/17/2019,04/05/2019,19
1340,602 7995 WESTMINSTER HIGHWAY,2368546,0,0,0,0,0,0,1,1,0,1,0,1,0,929,0,1994,1,1,2,2,0,2,0,6,49.17058915,-123.1375169,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,558000,510000,548.98,5/9/2019,5/25/2019,16
1341,1 12071 232B STREET,2346655,0,0,1,1,0,0,0,0,0,1,0,0,1,1201,0,1991,2,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,524900,510000,424.65,3/7/2019,3/14/2019,7
1342,22 22740 116 AVENUE,2326483,0,0,1,1,0,0,0,1,1,1,1,1,1,1808,0,1994,2,1,2,2,0,2,0,0,49.2124023,-122.6397432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,525000,510000,282.08,12/3/2018,3/16/2019,103
1343,107 22514 116 STREET,2363993,0,0,0,0,0,0,0,0,0,1,1,1,0,1014,0,1989,1,1,2,2,1,1,0,1,49.1342359,-122.9014541,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,299900,295000,290.93,4/29/2019,05/08/2019,9
1344,8 7329 MONTECITO DRIVE,2329351,0,1,0,0,0,0,0,0,0,1,1,1,0,1405,0,1973,0,0,3,3,1,2,0,0,49.2637637,-122.9506979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,539000,510000,362.99,1/3/2019,02/10/2019,38
1345,1508 4200 MAYBERRY STREET,2328551,1,1,0,0,0,0,0,0,0,1,1,1,1,786,0,1977,1,0,2,1,0,1,0,15,49.22624845,-123.0122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,523900,510000,648.85,12/19/2018,01/07/2019,19
1346,2101 110 BREW STREET,2332608,0,0,0,0,0,1,1,1,1,1,1,1,0,650,0,2008,1,1,1,1,0,1,0,21,49.2802424,-122.8285026,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519000,510000,784.62,1/15/2019,1/26/2019,11
1347,1005 438 SEYMOUR STREET,2347678,0,0,0,0,1,1,1,1,0,1,1,0,1,538,0,1996,1,0,1,1,0,1,0,10,49.2840145,-123.1138854,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549000,510000,947.96,3/11/2019,04/12/2019,32
1348,113 3133 RIVERWALK AVENUE,2364687,0,0,1,1,0,0,0,0,0,0,0,1,0,708,0,2013,1,0,1,1,0,1,0,1,49.20610775,-123.0402979,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549000,510000,720.34,4/29/2019,05/12/2019,13
1349,1703 892 CARNARVON STREET,2337077,0,0,0,0,0,1,0,1,0,1,1,1,1,779,0,2009,1,1,2,2,0,2,0,17,49.201214,-122.9139036,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549000,510000,654.69,1/28/2019,04/05/2019,67
1350,207 2288 LAUREL STREET,2328309,0,0,1,1,1,0,0,1,0,0,0,1,0,709,0,1989,1,0,1,1,0,1,0,2,49.2586861,-123.1243709,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,522800,510000,719.32,12/13/2018,1/18/2019,36
1351,712 4818 ELDORADO MEWS,2364333,0,0,0,0,0,1,1,1,0,1,1,1,1,534,0,2013,1,0,1,1,0,1,0,7,49.2412789,-123.0573974,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,515000,510000,955.06,4/29/2019,05/05/2019,6
1352,1101 668 COLUMBIA STREET,2357335,0,0,1,1,1,1,0,1,1,0,0,1,1,604,0,2015,1,0,1,1,0,1,0,11,49.2799831,-123.102312,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,518000,510000,844.37,4/9/2019,4/17/2019,8
1353,405 611 REGAN AVENUE,2343032,1,0,0,0,0,1,1,1,1,1,1,1,0,712,0,2015,1,0,1,1,0,1,0,4,49.2615685,-122.8465309,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519800,510000,716.29,2/25/2019,03/05/2019,8
1354,5048 JOHNSTONE ROAD,2368236,0,0,0,0,0,0,0,0,0,0,0,0,0,384,10748,1970,6,0,0,1,0,1,0,0,49.4981489,-117.3062842,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,299000,295000,768.23,5/8/2019,5/14/2019,6
1355,313 2627 SHAUGHNESSY STREET,2346708,0,0,1,1,0,0,1,0,1,1,0,1,0,1082,0,2008,1,1,2,2,0,2,0,3,49.2051583,-123.1289661,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520000,510000,471.35,3/7/2019,03/10/2019,3
1356,313 3148 ST JOHNS STREET,2344283,0,0,0,0,0,0,0,0,0,1,1,1,0,885,0,2004,1,1,2,2,0,2,0,3,49.2766073,-122.8501674,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520000,510000,576.27,2/27/2019,3/24/2019,25
1357,20 11860 210 STREET,2342259,0,0,1,1,0,0,0,0,0,0,0,1,1,1366,0,1998,3,1,3,2,0,2,0,0,49.0645645,-122.6415237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,509900,510020,373.37,2/20/2019,2/26/2019,6
1358,2605 813 CARNARVON STREET,2344733,0,0,1,1,0,1,0,0,1,1,1,1,1,521,0,2022,1,0,1,1,0,1,3,26,49.2609979,-123.1721723,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,510900,510900,980.61,2/25/2019,03/07/2019,10
1359,210 4768 BRENTWOOD DRIVE,2365222,0,0,1,1,0,0,0,1,1,1,0,1,0,707,0,2008,1,1,1,1,0,1,0,2,49.2668382,-122.9966601,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,525800,511000,722.77,5/1/2019,5/29/2019,28
1360,212 8655 JONES ROAD,2366525,0,0,0,0,0,0,0,0,1,1,0,1,0,958,0,1991,1,1,2,2,0,2,0,2,49.1573867,-123.1309296,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519000,511000,533.4,5/6/2019,5/14/2019,8
1361,316 9388 MCKIM WAY,2361751,0,0,0,0,0,1,0,1,1,1,1,0,1,774,0,2013,1,0,2,1,0,1,0,3,49.1831922,-123.1198113,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,535000,511000,660.21,4/23/2019,5/20/2019,27
1362,302 2559 PARKVIEW LANE,2363003,0,0,0,0,0,0,0,0,0,1,1,1,0,1135,0,1997,0,1,3,2,0,2,0,3,49.3802778,-123.3476853,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,539800,511000,450.22,4/23/2019,5/27/2019,34
1363,68 23651 132 AVENUE,2310508,0,0,1,1,0,1,0,0,0,0,0,0,0,1211,0,2016,0,1,2,3,1,2,0,0,49.2422678,-122.6550212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,499998,511000,421.97,9/27/2018,1/26/2019,121
1364,4973 PANORAMA DRIVE,2342616,0,0,0,0,1,0,0,1,0,0,0,0,0,1300,20909,1981,3,1,2,2,1,1,0,0,49.037204,-122.2526345,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,499000,511511,393.47,2/22/2019,2/25/2019,3
1365,227 12085 228 STREET,2378310,0,0,1,1,0,0,1,1,0,1,0,1,1,730,0,2009,1,1,1,1,0,1,0,2,49.2357025,-122.5903199,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,299900,295000,404.11,6/6/2019,06/12/2019,6
1366,801 955 E HASTINGS STREET,2346184,0,0,0,0,0,0,0,0,0,1,0,1,1,548,0,2018,1,0,1,1,1,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549888,512000,934.31,3/6/2019,3/30/2019,24
1367,101 2211 W 2ND AVENUE,2335494,0,0,0,0,0,0,0,0,0,1,0,1,0,583,0,1976,0,1,1,1,0,1,0,1,49.0054052,-122.6864258,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529000,512000,878.22,1/21/2019,2/27/2019,37
1368,104 8975 JONES ROAD,2371512,0,0,0,0,0,0,0,0,0,0,1,1,1,1004,0,1993,1,1,2,2,0,2,0,1,49.1573867,-123.1309296,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,539000,512000,509.96,5/21/2019,06/02/2019,12
1369,303 3738 NORFOLK STREET,2365151,0,1,1,1,1,0,1,1,0,1,0,1,1,920,0,1992,2,1,2,2,0,2,0,3,49.2551394,-122.9882052,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,534000,512000,556.52,5/2/2019,5/28/2019,26
1370,1 2134 SARAJEVO DRIVE,2349379,0,0,0,0,1,0,1,0,0,0,0,0,0,398,0,1986,2,1,1,1,0,1,0,0,50.0932498,-122.9937338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,549000,512500,1287,3/17/2019,4/24/2019,38
1371,LT 1 SANSUM NARROWS,2231560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,575000,512500,0,1/10/2018,5/18/2019,493
1372,301 2225 HOLDOM AVENUE,2329994,0,0,1,1,0,0,0,0,0,1,1,1,1,810,0,2007,1,1,1,1,0,1,0,3,49.2644257,-122.9811617,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529900,512500,632.72,1/7/2019,1/29/2019,22
1373,1105 518 WHITING WAY,2330387,0,0,0,0,0,1,1,0,1,0,0,1,1,630,0,2018,1,0,1,1,0,1,0,11,49.2534862,-122.8918874,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,550000,512500,813.49,1/8/2019,2/26/2019,49
1374,1926 GOLETA DRIVE,2344547,0,1,0,0,0,0,0,1,0,0,1,1,0,1311,0,1973,1,1,3,3,2,1,0,0,49.2678859,-122.9495625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,499000,512500,390.92,2/26/2019,03/12/2019,14
1375,F9 1525 COAL HARBOUR QUAY,2363057,0,0,0,0,1,1,1,1,1,0,0,0,0,695,0.01,1984,0,1,2,1,0,1,0,0,49.29147,-123.1280374,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,575000,512500,737.41,4/25/2019,5/29/2019,34
1376,104 2432 WELCHER AVENUE,2340944,0,0,0,0,0,1,1,1,0,1,0,1,0,447,0,2004,1,0,1,1,0,1,0,0,49.2579002,-122.7806455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,299000,295000,659.96,2/14/2019,2/21/2019,7
1377,311 1106 PACIFIC STREET,2334299,0,1,1,1,0,0,0,0,0,1,1,1,0,585,0,1984,1,0,1,1,0,1,0,3,49.27836275,-123.1350582,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549900,512800,876.58,1/21/2019,5/17/2019,116
1378,3108 6588 NELSON AVENUE,2356032,0,0,0,0,0,1,1,0,0,1,1,0,1,506,0,2015,1,0,1,1,0,1,0,31,49.2238271,-122.9937717,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,499000,513000,1013,4/4/2019,4/15/2019,11
1379,306 3105 LINCOLN AVENUE,2371435,0,0,1,1,0,0,0,0,1,1,1,0,0,949,0,2010,1,1,2,2,0,2,0,3,49.278428,-122.7704297,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,518000,513000,540.57,5/19/2019,5/30/2019,11
1380,223 5888 DOVER CRESCENT,2327553,0,0,0,0,0,0,0,1,0,1,1,1,1,957,0,1998,1,1,2,2,0,2,0,2,49.172332,-123.1621969,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,530000,513000,536.05,12/11/2018,3/16/2019,95
1381,301 2958 SILVER SPRINGS BOULEVARD,2345874,0,0,1,1,0,0,0,0,0,1,1,1,1,1011,0,2005,1,1,2,2,0,2,0,3,49.2959242,-122.7905845,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,523888,513000,507.42,3/5/2019,3/16/2019,11
1382,8013 COOPER ROAD,2339430,0,1,0,0,0,0,0,0,0,0,0,0,0,1448,2300,1974,0,1,4,2,1,1,0,0,49.47706605,-123.8828847,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,529000,513500,354.63,2/6/2019,03/04/2019,26
1383,107 737 HAMILTON STREET,2330337,0,0,0,0,0,0,0,0,0,0,0,1,0,1032,0,1987,1,0,2,2,1,1,0,1,49.2759217,-123.1210872,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,524900,513500,497.58,1/7/2019,01/10/2019,3
1384,607 1050 BOWRON COURT,2374714,0,1,0,0,0,0,1,0,0,1,0,1,0,970,0,1988,1,1,1,1,0,1,0,6,49.8955136,-119.4386666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549000,514000,463.06,5/29/2019,6/15/2019,17
1385,202 9250 UNIVERSITY HIGH STREET,2330484,0,0,1,1,0,0,1,1,0,1,0,1,0,878,0,2012,1,0,2,2,0,2,0,2,49.2772001,-122.9073758,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,539900,514000,585.42,1/6/2019,1/16/2019,10
1386,1805 8131 NUNAVUT LANE,2334430,0,0,1,1,0,1,0,1,0,0,0,0,1,449,0,2016,0,0,1,1,0,1,0,18,49.2118376,-123.1161836,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,539000,514000,1144,1/21/2019,03/12/2019,50
